PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P056,Fish for Development Project (FIDEP) Adentan,"The Fish for Development (FIDEP) Project is a 40- month-long Local Economic Development Project seeking to promote local sustainable economic growth and development through fish farming in the Adentan Municipality. It aims at alleviating poverty through the creation of employment for women, persons with disability (PWDs), youth and vulnerable groups along the fish value chain within the Adentan Municipality. A consortium of three partners is implementing the project: Adentan Municipal Assembly (AdMA), Centre for Local Governance Advocacy (CLGA) and Local Governance Network (LoGNet).",,,Aquaculture,Yes ,Yes ,No,Yes,,government,"Adentan Municipal Assembly (AdMA), Centre for Local Governance Advocacy (CLGA) and Local Governance Network (LoGNet)",Greater Accra,adentan municipality,,Completed,2019,2022,,,nil,fishfordevelopment@gmail.com,fish,"1200 youths, 600 women, 60 PWDs, 360 men employed along the fish value chain",coastal and fisheries governance,,,,,,,,,,,,,,,,
P057,Bono-Asante Atea (BAAT) Project,"In Ghana, cashew-a non-traditional export crop has become a major foreign exchange earner for the country. Predominantly, cashew production in Ghana is carried out by resource-poor smallholder farmers. Within the agricultural sector, cashew presents huge opportunities for employment and income generation for thousands of people in the transition and northern savannah vegetation zones. Quarcoo (2017) estimated that cashew generated US$ 244 million for the Government of Ghana from a total export of 163,000 MT in 2016. Cashew is one of the crops selected for the Government’s flagship programmes, Planting for Export and Rural Development (PERD).",,,crop production,Yes ,Yes ,No,yes,,government,"ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA) GHANA, JAMAN NORTH DISTRICT ASSEMBLY, WENCHI MUNICIPAL ASSEMBLY, EJURA-SEKYEDUMASE MUNICIPAL ASSEMBLY
",Bono East Region,"wenchi, tain, jaman north, nkoranza north, ejura-sekyedumasi",,Completed,2019,2022,,,302220779,302220779,cashew,"Approximately 75,000 community members, permanent/casual cashew industry workers, transporters, cashew processors and exporters, Municipal/District Assemblies (MDAs), Department of Agriculture and Financial Institutions will benefit from the project.",,,,,,,,,,,,,,,,,
P057,Bono-Asante Atea (BAAT) Project,"In Ghana, cashew-a non-traditional export crop has become a major foreign exchange earner for the country. Predominantly, cashew production in Ghana is carried out by resource-poor smallholder farmers. Within the agricultural sector, cashew presents huge opportunities for employment and income generation for thousands of people in the transition and northern savannah vegetation zones. Quarcoo (2017) estimated that cashew generated US$ 244 million for the Government of Ghana from a total export of 163,000 MT in 2016. Cashew is one of the crops selected for the Government’s flagship programmes, Planting for Export and Rural Development (PERD).",,,crop production,Yes ,Yes ,No,yes,,government,"ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA) GHANA, JAMAN NORTH DISTRICT ASSEMBLY, WENCHI MUNICIPAL ASSEMBLY, EJURA-SEKYEDUMASE MUNICIPAL ASSEMBLY
",Ashanti Region,"wenchi, tain, jaman north, nkoranza north, ejura-sekyedumasi",,Completed,2019,2022,,,302220779,302220779,cashew,"Approximately 75,000 community members, permanent/casual cashew industry workers, transporters, cashew processors and exporters, Municipal/District Assemblies (MDAs), Department of Agriculture and Financial Institutions will benefit from the project.",,,,,,,,,,,,,,,,,
P058,Incubation to Entrepreneurship Project,"The project seeks to Increase income of 8,000 women (40%) and youth in the Tain, Kintampo North and Techiman North districts of the Brong Ahafo region through the establishment of economically viable and environmentally sustainable micro, small and medium enterprises (MSMEs).",,,"crop production, livestock production",No,No,No,No,"Yes- ICT, access to information , business to business linkages",ngo,Association of Church Development Projects,Brong Ahafo,"tain, kintampo north, techiman north",,Completed,2019,2022,,,0501019093 / 0372023807,0501019093 / 0372023807,"cassava, poultry","15,000 women and youth;",,,,,,,,,,,,,,,,,
P059,Promoting Mushroom Industry in Adentan Municipality,"Objectives of the Project Specifically, the project sought to: · Create employment for women, Persons with disabilities, youth and improve and sustain incomes of mushroom farmers. · Develop an environmentally sustainable production chain in mushroom industry in the Adentan Municipality. · Promote mushroom production for job creation, reduction of poverty and increase revenue within the Municipal Assembly. · Generate higher incomes.",,,mushroom production,Yes ,Yes ,yes,Yes,Yes,government,"Adentan Municipal Assembly (AdMA), Centre for Local Governance Advocacy (CLGA) and Local Governance Network (LoGNet)",Greater Accra,adentan municipality,,Completed,2016,2020,,,209427574,adentanpromuch@gmail.com,musroom,"441 females and
435 males including 270 youths and 10 PWDs have
be as at March 2019. Over 6,508 persons comprising
of 3,305 males and 3,203 females have been
exposed and trained in the mushroom value chai",,,,,,,,,,,,,,,,,
P060,Agricultural Water Management Project (AWMP)," The overall objective of the project is to increase agricultural incomes, promote inclusive,
climate resilient and sustainable economic growth in rural communities of the Programme
Area by 2026. The specific objective is to enable access to productive environment-friendly
infrastructure to contribute to enhanced household incomes and increased trade of
commodities (in a sustainable environment).",,,"irrigation
infrastructures",Yes ,Yes ,No,Yes,,government,"Ghana Irrigation Development Agency, MoFA ",Upper West Region,,, , , ,,,nil,nil,"productive environment-friendly
infrastructure","The project will directly benefit to an estimated 6,000 households. Targets groups are mainly
smallholder farmers, both men and women.",,,,,,,,,,,,,,,,,
P060,Agricultural Water Management Project (AWMP)," The overall objective of the project is to increase agricultural incomes, promote inclusive,
climate resilient and sustainable economic growth in rural communities of the Programme
Area by 2026. The specific objective is to enable access to productive environment-friendly
infrastructure to contribute to enhanced household incomes and increased trade of
commodities (in a sustainable environment).",,,"irrigation
infrastructures",Yes ,Yes ,No,Yes,,government,"Ghana Irrigation Development Agency, MoFA ",Savannah Region,,, , , ,,,nil,nil,"productive environment-friendly
infrastructure","The project will directly benefit to an estimated 6,000 households. Targets groups are mainly
smallholder farmers, both men and women.",,,,,,,,,,,,,,,,,
P060,Agricultural Water Management Project (AWMP)," The overall objective of the project is to increase agricultural incomes, promote inclusive,
climate resilient and sustainable economic growth in rural communities of the Programme
Area by 2026. The specific objective is to enable access to productive environment-friendly
infrastructure to contribute to enhanced household incomes and increased trade of
commodities (in a sustainable environment).",,,"irrigation
infrastructures",Yes ,Yes ,No,Yes,,government,"Ghana Irrigation Development Agency, MoFA ",Northern Region,,, , , ,,,nil,nil,"productive environment-friendly
infrastructure","The project will directly benefit to an estimated 6,000 households. Targets groups are mainly
smallholder farmers, both men and women.",,,,,,,,,,,,,,,,,
P061,Project for Sustainable Development of Rain-fed Lowland Rice Production,"Dissemination of the ""model for sustainable development of rain-fed lowland rice production (Model)"" is accelerated within the Project areas.",,,Land Development and Rice Cultivation Technology,Yes ,Yes ,,,,government,"Directorate of Crops Services (DCS), Ministry of Food and Agriculture (MOFA)",Northern Region,"WUNGU, GBIMSI, NACHIMBIYA, SANGA, GBUNG, KPAIBE, ANYINASUSO, KATABO, MPPASATIA, KENSAKROM, AKUTUASE, ATUNSU, SUBRISO, PRASO",,Completed,2009,2014,,"production, food security","Mr. Boakye-Acheampong,",nil,rice,"30 RADU and DADU staff and 1,000 rice farmers",,,,,,,,,,,,,,,,,
P061,Project for Sustainable Development of Rain-fed Lowland Rice Production,"Dissemination of the ""model for sustainable development of rain-fed lowland rice production (Model)"" is accelerated within the Project areas.",,,Land Development and Rice Cultivation Technology,Yes ,Yes ,,,,government,"Directorate of Crops Services (DCS), Ministry of Food and Agriculture (MOFA)",Ashanti Region,"WUNGU, GBIMSI, NACHIMBIYA, SANGA, GBUNG, KPAIBE, ANYINASUSO, KATABO, MPPASATIA, KENSAKROM, AKUTUASE, ATUNSU, SUBRISO, PRASO",,Completed,2009,2014,,"production, food security","Mr. Boakye-Acheampong,",nil,rice,"30 RADU and DADU staff and 1,000 rice farmers",,,,,,,,,,,,,,,,,
P062,Participatory Forest Resource Management Project in the Transitional Zone (PAFORM),This technical cooperation project was implemented to improve partcipatory approaches for sustainable forest reserve management in Sunyani Forest District in the Transitional Zone through pilot activities. The target area is the forest reserves (FR) in Brong Afaho region and the fringe communities of the FR. The Project implemented pilot activities in the 12 fringe communities selcted from the ones around Tain I and Nseemre forest reserves.,,,land management,Yes,Yes ,No,Yes,,government,Ministry of Lands and natural resources,Brong Ahafo,"TAIN, NSEMERE",, , , ,,,"JAPAN INTERNATIONAL COOPERATION AGENCY
Sanyu Consultants Inc.",nil,nil,,,,,,,,,,,,,,,,,,
P063,Rice Value Chain Improvement Project ,A project designed to improve Rice production and productivity to support the Nana Addo Dankwa Akufo-Addo led Government initiatives of attaining self-sufficient in rice production with a grant of USD 8 million from the Korea Government.,,,Crop Prodcution,Yes ,Yes ,Yes,Yes,,government,MOFA,Central Region,ASSIN FOSU,,Ongoing, , ,,,nil,nil,rice,rice farmers,,,,,,,,,,,,,,,,,
P064,Recovery of environment and livelihoods of smallholder farmers affected by illegal mining and improvement of climate resilience and food security through sustainable cocoa production with successional and diversified agroforestry in Ghana,"Cocoa smallholder farmers and community leaders in the two target districts were sensitized and empowered to resist illegal mining, as a result of the education provided on its effects on the environment and their livelihoods. Degraded lands were surveyed to ascertain the extent of damage caused, as well as to take samples of soil and water for laboratory analysis, to inform reclamation strategy. Mine-degraded cocoa farmlands were restored, and returned to productive and sustainable agriculture, using Tomé-Açu Agroforestry System (SAFTA) technology. In addition, ageing and abandoned farms prone to the possibility of illegal mining were rehabilitated through the introduction of productivity enhancement practices. The capacity of the beneficiary local government was strengthened to implement mine-degraded farmland restoration, using SAFTA technology, to reduce risks to farms and the community, such as chemical pollution of soil and water resources. Forty frontline staff members involved in cocoa extension services delivery were trained in SAFTA cocoa-based agroforestry, who then trained 3 000 cocoa farmers. In addition, beneficiaries acquired extensive knowledge on the rudiments of SAFTA technology, through knowledge exchange and experience sharing during two study tours organized by the project.","Food and Agriculture Organization of the United Nations, Government of Japan",FAO,Crop Prodcution,Yes ,Yes ,No,Yes,,government,"Ghana Cocoa Board (COCOBOD), Tokyo University of Agriculture and Technology (TUAT), Cooperativa Agrícola Mista de Tomé-Açu ([CAMTA], Ministry of Food and Agriculture (MoFA), University of Ghana, Ohayo Ghana Foundation",,"KWABIRIBIEM, DENKYEMBOUR",,Completed,2019,2020,,"Agroforestry, cover crops, soil fertility management",FAO,"FAO Representation in
Ghana
 GH@fao.org",COCOA,5000 smallholder cocoa afrmers,,Yes,The diversified successional cocoa agroforestry approach,Yes,Planting cover crops,No,,No,,Yes,EducatION by financial service providers on access to loans,No,,Yes,"Farmer cooperative training, demonstration farms",Yes,Cocoa farmers coperatives
P065,Savannah Resources Management Project (SRMP),"The Savannah Resources Management Project (SRMP) was a national programme
that focused on developing sustainable land-management systems. It promoted the
use of organic resources as a means of improving land resources. It did not have a
strong conservation agriculture focus but contained elements such as keeping the
soil covered using plant debris.",,,Land management,No,Yes ,no,yes,,government,Ministry of Lands and Forestry,Northern Region,,, ,1992, ,,,,,,,,,,,,,,,,,,,,,,,
P065,Savannah Resources Management Project (SRMP),"The Savannah Resources Management Project (SRMP) was a national programme
that focused on developing sustainable land-management systems. It promoted the
use of organic resources as a means of improving land resources. It did not have a
strong conservation agriculture focus but contained elements such as keeping the
soil covered using plant debris.",,,Land management,No,Yes ,no,yes,,government,Ministry of Lands and Forestry,Upper East,,, ,1992, ,,,,,,,,,,,,,,,,,,,,,,,
P065,Savannah Resources Management Project (SRMP),"The Savannah Resources Management Project (SRMP) was a national programme
that focused on developing sustainable land-management systems. It promoted the
use of organic resources as a means of improving land resources. It did not have a
strong conservation agriculture focus but contained elements such as keeping the
soil covered using plant debris.",,,Land management,No,Yes ,no,yes,,government,Ministry of Lands and Forestry,Upper West,,, ,1992, ,,,,,,,,,,,,,,,,,,,,,,,
P065,Savannah Resources Management Project (SRMP),"The Savannah Resources Management Project (SRMP) was a national programme
that focused on developing sustainable land-management systems. It promoted the
use of organic resources as a means of improving land resources. It did not have a
strong conservation agriculture focus but contained elements such as keeping the
soil covered using plant debris.",,,Land management,No,Yes ,no,yes,,government,Ministry of Lands and Forestry,Ashanti,,, ,1992, ,,,,,,,,,,,,,,,,,,,,,,,
